project_id,industry_type,team_size,seniority_mix_junior,seniority_mix_mid,seniority_mix_senior,budget_planned_usd,budget_planned_inr,budget_actual_usd,budget_actual_inr,duration_planned_weeks,duration_actual_weeks,scope_change_count,client_type,employee_cost_ratio,attrition_events,weekly_burn_rate_variance,outcome_label
DELTA-0773,BFSI,6,0.6,0.29,0.11,761966.0,63624161,899055.0,75071092,13,14,4,fixed_bid,0.527,0,0.072,at_risk
DELTA-0774,Telecom,5,0.247,0.416,0.337,139815.0,11674552,164820.0,13762470,8,8,6,time_and_material,0.573,0,0.137,on_track
DELTA-0775,Healthcare,8,0.471,0.255,0.274,752783.0,62857380,1015823.0,84821220,14,17,4,time_and_material,0.595,1,0.057,at_risk
DELTA-0776,Manufacturing,37,0.428,0.156,0.416,109850.0,9172475,161663.0,13498860,8,10,4,outcome_based,0.648,4,0.087,failed
DELTA-0777,BFSI,5,0.29,0.21,0.5,657225.0,54878287,818739.0,68364706,17,20,0,outcome_based,0.527,1,0.091,at_risk
DELTA-0778,EdTech,12,0.275,0.484,0.241,414869.0,34641561,558624.0,46645104,10,12,1,fixed_bid,0.625,1,0.127,failed
DELTA-0779,EdTech,6,0.26,0.24,0.5,87368.0,7295228,115513.0,9645335,8,10,5,time_and_material,0.622,1,0.055,at_risk
DELTA-0780,Retail,10,0.319,0.224,0.457,262061.0,21882093,304958.0,25463993,8,9,4,fixed_bid,0.568,0,0.058,on_track
DELTA-0781,BFSI,16,0.275,0.451,0.274,189830.0,15850805,216854.0,18107309,8,7,1,time_and_material,0.548,0,0.106,on_track
DELTA-0782,Retail,9,0.443,0.239,0.318,349069.0,29147261,519372.0,43367562,13,17,2,time_and_material,0.561,3,0.152,failed
DELTA-0783,EdTech,28,0.412,0.098,0.49,162601.0,13577183,219342.0,18315057,11,13,2,time_and_material,0.598,3,0.153,at_risk
DELTA-0784,Telecom,37,0.386,0.22,0.394,150765.0,12588877,189797.0,15848049,8,10,3,outcome_based,0.563,3,0.09,at_risk
DELTA-0785,Healthcare,5,0.579,0.167,0.254,681591.0,56912848,844611.0,70525018,8,9,2,fixed_bid,0.61,0,0.01,at_risk
DELTA-0786,BFSI,9,0.193,0.332,0.475,181888.0,15187648,213606.0,17836101,12,13,3,time_and_material,0.538,1,0.074,on_track
DELTA-0787,Energy,15,0.295,0.301,0.404,418227.0,34921954,465820.0,38895970,8,8,1,fixed_bid,0.64,0,0.028,on_track
DELTA-0788,EdTech,29,0.16,0.472,0.368,162297.0,13551799,199419.0,16651486,9,9,3,fixed_bid,0.595,1,0.108,at_risk
DELTA-0789,EdTech,11,0.453,0.099,0.448,890908.0,74390818,1107282.0,92458047,14,15,5,fixed_bid,0.513,1,0.095,at_risk
DELTA-0790,Energy,14,0.13,0.719,0.151,107958.0,9014493,143837.0,12010389,9,12,1,outcome_based,0.642,3,0.16,failed
DELTA-0791,Government,7,0.489,0.146,0.365,114378.0,9550563,127856.0,10675976,12,12,0,fixed_bid,0.622,0,0.028,on_track
DELTA-0792,EdTech,5,0.444,0.312,0.244,783922.0,65457487,1094804.0,91416134,8,10,5,outcome_based,0.603,1,0.175,failed
DELTA-0793,Manufacturing,35,0.5,0.083,0.417,133192.0,11121532,150732.0,12586122,8,8,3,time_and_material,0.62,0,0.155,on_track
DELTA-0794,Telecom,5,0.519,0.087,0.394,839840.0,70126640,1013430.0,84621405,10,11,1,time_and_material,0.617,0,0.13,at_risk
DELTA-0795,BFSI,60,0.403,0.142,0.455,443590.0,37039765,694781.0,58014213,19,26,5,fixed_bid,0.567,8,0.178,failed
DELTA-0796,Energy,22,0.5,0.083,0.417,172959.0,14442076,221991.0,18536248,18,19,1,fixed_bid,0.599,2,0.118,at_risk
DELTA-0797,Manufacturing,22,0.165,0.53,0.305,50000.0,4175000,50015.0,4176252,17,17,0,time_and_material,0.502,0,0.041,on_track
DELTA-0798,Energy,21,0.494,0.127,0.379,195362.0,16312727,254177.0,21223779,8,9,2,time_and_material,0.606,1,0.076,at_risk
DELTA-0799,BFSI,12,0.6,0.186,0.214,217829.0,18188721,246334.0,20568889,8,9,0,fixed_bid,0.64,1,0.036,at_risk
DELTA-0800,Retail,18,0.31,0.44,0.25,568351.0,47457308,610229.0,50954121,8,8,2,time_and_material,0.548,0,0.082,on_track
DELTA-0801,BFSI,13,0.502,0.124,0.374,830349.0,69334141,1013311.0,84611468,10,11,3,time_and_material,0.621,0,0.108,at_risk
DELTA-0802,Government,20,0.221,0.518,0.261,107313.0,8960635,141838.0,11843473,8,10,1,outcome_based,0.672,2,0.119,at_risk
DELTA-0803,BFSI,14,0.17,0.395,0.435,408833.0,34137555,560268.0,46782378,17,19,4,time_and_material,0.64,1,0.102,at_risk
DELTA-0804,BFSI,8,0.426,0.287,0.287,395878.0,33055813,447078.0,37331013,14,15,1,time_and_material,0.616,0,0.075,on_track
DELTA-0805,Government,8,0.227,0.693,0.08,522338.0,43615223,503091.0,42008098,12,13,1,time_and_material,0.537,0,0.02,on_track
DELTA-0806,Telecom,8,0.173,0.327,0.5,311396.0,26001566,430986.0,35987331,8,10,3,outcome_based,0.533,2,0.093,failed
DELTA-0807,EdTech,26,0.289,0.569,0.142,50000.0,4175000,61991.0,5176248,8,8,5,time_and_material,0.641,0,0.078,at_risk
DELTA-0808,BFSI,10,0.196,0.369,0.435,172839.0,14432056,217789.0,18185381,10,11,2,time_and_material,0.619,1,0.094,on_track
DELTA-0809,Government,5,0.459,0.302,0.239,70253.0,5866125,80024.0,6682004,11,12,4,outcome_based,0.593,0,0.026,at_risk
DELTA-0810,Manufacturing,18,0.279,0.532,0.189,165653.0,13832025,184790.0,15429965,10,10,3,time_and_material,0.566,0,0.067,on_track
DELTA-0811,Retail,36,0.403,0.326,0.271,480222.0,40098537,555590.0,46391765,8,9,1,fixed_bid,0.583,1,0.074,on_track
DELTA-0812,Retail,23,0.231,0.694,0.075,261616.0,21844936,343844.0,28710974,12,14,3,fixed_bid,0.66,1,0.135,at_risk
DELTA-0813,BFSI,10,0.466,0.089,0.445,558651.0,46647358,807265.0,67406627,13,17,4,outcome_based,0.57,2,0.118,failed
DELTA-0814,Telecom,5,0.177,0.634,0.189,270378.0,22576563,283450.0,23668075,8,7,0,time_and_material,0.608,0,0.095,on_track
DELTA-0815,Telecom,13,0.329,0.484,0.187,61790.0,5159465,68815.0,5746052,8,8,1,time_and_material,0.599,1,0.102,at_risk
DELTA-0816,Manufacturing,13,0.241,0.666,0.093,50000.0,4175000,57585.0,4808347,11,12,1,outcome_based,0.546,1,0.045,on_track
DELTA-0817,BFSI,8,0.51,0.345,0.145,227277.0,18977629,236604.0,19756434,8,7,1,time_and_material,0.595,0,0.081,on_track
DELTA-0818,Retail,20,0.6,0.14,0.26,163974.0,13691829,216589.0,18085181,16,18,3,fixed_bid,0.645,1,0.082,failed
DELTA-0819,Telecom,45,0.546,0.093,0.361,82516.0,6890086,105531.0,8811838,10,12,1,time_and_material,0.625,4,0.159,at_risk
DELTA-0820,BFSI,17,0.5,0.083,0.417,50000.0,4175000,67239.0,5614456,8,9,5,time_and_material,0.546,2,0.102,at_risk
DELTA-0821,Energy,16,0.115,0.725,0.16,102614.0,8568269,117791.0,9835548,8,8,0,time_and_material,0.559,2,0.084,on_track
DELTA-0822,Telecom,8,0.348,0.518,0.134,166867.0,13933394,171738.0,14340123,9,9,2,time_and_material,0.538,0,0.095,on_track
DELTA-0823,Government,34,0.6,0.246,0.154,361960.0,30223660,479352.0,40025892,8,10,3,fixed_bid,0.619,2,0.105,failed
DELTA-0824,Energy,14,0.367,0.232,0.401,235571.0,19670178,259901.0,21701733,8,8,2,outcome_based,0.562,0,0.053,on_track
DELTA-0825,EdTech,10,0.511,0.321,0.168,845142.0,70569357,1015532.0,84796922,17,19,5,time_and_material,0.574,1,0.077,at_risk
DELTA-0826,Telecom,15,0.404,0.255,0.341,78272.0,6535712,114276.0,9542046,12,15,1,fixed_bid,0.608,4,0.131,failed
DELTA-0827,Retail,19,0.418,0.124,0.458,439306.0,36682051,481449.0,40200991,13,12,2,time_and_material,0.505,0,0.067,on_track
DELTA-0828,Healthcare,16,0.259,0.624,0.117,207434.0,17320739,261330.0,21821055,16,19,3,time_and_material,0.573,2,0.073,at_risk
DELTA-0829,Energy,30,0.35,0.511,0.139,371462.0,31017077,513988.0,42917998,8,11,1,outcome_based,0.578,4,0.124,failed
DELTA-0830,EdTech,18,0.577,0.096,0.327,134206.0,11206201,173573.0,14493345,16,19,3,time_and_material,0.572,2,0.173,failed
DELTA-0831,Manufacturing,12,0.507,0.085,0.408,521524.0,43547254,546421.0,45626153,8,8,1,time_and_material,0.555,0,0.054,on_track
DELTA-0832,Manufacturing,18,0.534,0.089,0.377,259289.0,21650631,350825.0,29293887,8,10,6,time_and_material,0.549,3,0.162,failed
DELTA-0833,Retail,20,0.6,0.338,0.062,107850.0,9005475,125331.0,10465138,8,9,1,fixed_bid,0.583,1,0.069,at_risk
DELTA-0834,Telecom,6,0.286,0.214,0.5,196649.0,16420191,223970.0,18701495,8,9,3,outcome_based,0.554,0,0.078,on_track
DELTA-0835,BFSI,29,0.552,0.092,0.356,160235.0,13379622,202068.0,16872678,8,9,2,fixed_bid,0.603,0,0.213,at_risk
DELTA-0836,Telecom,12,0.541,0.245,0.214,308741.0,25779873,338205.0,28240117,12,14,1,time_and_material,0.559,1,0.072,at_risk
DELTA-0837,Retail,12,0.105,0.512,0.383,68747.0,5740374,74816.0,6247136,9,9,3,time_and_material,0.551,0,0.088,on_track
DELTA-0838,Manufacturing,23,0.523,0.291,0.186,193606.0,16166101,223332.0,18648222,8,8,8,time_and_material,0.586,0,0.088,on_track
DELTA-0839,Telecom,23,0.449,0.134,0.417,283729.0,23691371,368038.0,30731173,8,9,1,outcome_based,0.56,2,0.061,at_risk
DELTA-0840,Manufacturing,9,0.6,0.176,0.224,204786.0,17099631,268067.0,22383594,8,10,3,fixed_bid,0.673,1,0.051,failed
DELTA-0841,Energy,24,0.6,0.322,0.078,668136.0,55789356,864787.0,72209714,8,9,3,time_and_material,0.62,3,0.218,at_risk
DELTA-0842,EdTech,10,0.466,0.178,0.356,398961.0,33313243,431871.0,36061228,8,8,2,time_and_material,0.631,0,0.108,on_track
DELTA-0843,BFSI,44,0.347,0.312,0.341,197455.0,16487492,253315.0,21151802,8,9,2,time_and_material,0.54,3,0.113,at_risk
DELTA-0844,Energy,9,0.188,0.413,0.399,241595.0,20173182,305187.0,25483114,16,20,1,time_and_material,0.569,3,0.101,failed
DELTA-0845,Manufacturing,17,0.438,0.426,0.136,259392.0,21659232,322094.0,26894849,10,11,4,time_and_material,0.513,1,0.058,on_track
DELTA-0846,Manufacturing,9,0.517,0.086,0.397,285777.0,23862379,356470.0,29765245,12,14,5,time_and_material,0.566,1,0.143,at_risk
DELTA-0847,Healthcare,56,0.255,0.366,0.379,50000.0,4175000,74556.0,6225426,8,9,4,time_and_material,0.566,7,0.17,failed
DELTA-0848,Healthcare,7,0.51,0.259,0.231,151543.0,12653840,182949.0,15276241,14,16,0,outcome_based,0.577,1,0.096,at_risk
DELTA-0849,Energy,20,0.6,0.155,0.245,52260.0,4363710,66526.0,5554921,14,17,0,time_and_material,0.604,2,0.028,at_risk
DELTA-0850,Government,9,0.277,0.223,0.5,628098.0,52446183,644775.0,53838712,8,7,1,time_and_material,0.597,0,0.022,on_track
DELTA-0851,Energy,12,0.591,0.099,0.31,188195.0,15714282,233019.0,19457086,8,9,2,outcome_based,0.62,1,0.125,failed
DELTA-0852,Healthcare,19,0.381,0.151,0.468,167040.0,13947840,200250.0,16720875,11,12,3,fixed_bid,0.554,2,0.095,at_risk
DELTA-0853,Manufacturing,31,0.439,0.22,0.341,445573.0,37205345,599057.0,50021259,14,17,2,fixed_bid,0.572,4,0.151,at_risk
DELTA-0854,Retail,39,0.476,0.087,0.437,290713.0,24274535,463613.0,38711685,8,10,4,outcome_based,0.532,8,0.187,failed
DELTA-0855,Energy,5,0.257,0.367,0.376,71986.0,6010831,83347.0,6959474,8,8,2,fixed_bid,0.588,0,0.135,on_track
DELTA-0856,Manufacturing,17,0.461,0.096,0.443,186499.0,15572666,227325.0,18981637,8,9,0,fixed_bid,0.647,0,0.098,at_risk
DELTA-0857,Retail,35,0.252,0.447,0.301,147023.0,12276420,165692.0,13835282,9,9,1,outcome_based,0.58,0,0.087,on_track
DELTA-0858,Retail,5,0.25,0.371,0.379,50000.0,4175000,60075.0,5016262,13,15,1,fixed_bid,0.599,1,0.071,at_risk
DELTA-0859,Healthcare,17,0.581,0.097,0.322,106804.0,8918134,120031.0,10022588,8,9,1,time_and_material,0.614,0,0.081,on_track
DELTA-0860,Energy,14,0.361,0.539,0.1,168520.0,14071420,218582.0,18251597,13,15,2,outcome_based,0.559,2,0.062,at_risk
DELTA-0861,Telecom,19,0.491,0.095,0.414,179251.0,14967458,210455.0,17572992,8,9,4,time_and_material,0.609,1,0.068,on_track
DELTA-0862,BFSI,9,0.6,0.104,0.296,52364.0,4372394,69925.0,5838737,8,9,3,fixed_bid,0.556,1,0.1,failed
DELTA-0863,Healthcare,6,0.539,0.22,0.241,560452.0,46797742,682375.0,56978312,15,17,5,outcome_based,0.579,0,0.162,at_risk
DELTA-0864,Healthcare,5,0.6,0.214,0.186,181336.0,15141556,213362.0,17815727,13,15,0,outcome_based,0.565,1,0.011,at_risk
DELTA-0865,Telecom,26,0.462,0.482,0.056,205622.0,17169437,280737.0,23441539,13,15,3,time_and_material,0.576,3,0.149,failed
DELTA-0866,BFSI,28,0.5,0.083,0.417,285094.0,23805349,388995.0,32481082,8,9,1,time_and_material,0.623,4,0.121,failed
DELTA-0867,Manufacturing,17,0.224,0.436,0.34,97805.0,8166717,120205.0,10037117,8,9,2,fixed_bid,0.614,2,0.119,failed
DELTA-0868,Government,10,0.48,0.245,0.275,299754.0,25029459,296421.0,24751153,13,13,1,time_and_material,0.546,0,0.031,on_track
DELTA-0869,Energy,5,0.495,0.248,0.257,142861.0,11928893,158658.0,13247943,8,7,1,fixed_bid,0.575,0,0.01,on_track
DELTA-0870,Government,20,0.349,0.251,0.4,88705.0,7406867,129833.0,10841055,8,10,3,time_and_material,0.49,5,0.181,failed
DELTA-0871,Manufacturing,7,0.491,0.149,0.36,333068.0,27811178,371228.0,30997538,12,13,2,time_and_material,0.543,1,0.066,on_track
DELTA-0872,EdTech,9,0.461,0.292,0.247,761089.0,63550931,906531.0,75695338,9,10,3,time_and_material,0.645,0,0.054,at_risk
DELTA-0873,Healthcare,10,0.193,0.667,0.14,381683.0,31870530,461442.0,38530407,19,21,3,time_and_material,0.572,1,0.051,on_track
DELTA-0874,BFSI,13,0.538,0.176,0.286,456196.0,38092366,553423.0,46210820,18,19,1,time_and_material,0.551,1,0.088,at_risk
DELTA-0875,Healthcare,9,0.398,0.102,0.5,124421.0,10389153,133705.0,11164367,11,11,4,time_and_material,0.582,0,0.099,on_track
DELTA-0876,Retail,15,0.6,0.139,0.261,50000.0,4175000,59647.0,4980524,14,16,3,time_and_material,0.605,0,0.075,on_track
DELTA-0877,Healthcare,10,0.38,0.264,0.356,760038.0,63463173,1167314.0,97470719,13,16,4,time_and_material,0.657,2,0.069,failed
DELTA-0878,Healthcare,22,0.356,0.437,0.207,1263079.0,105467096,1456168.0,121590028,20,22,2,time_and_material,0.561,1,0.033,on_track
DELTA-0879,Manufacturing,27,0.354,0.262,0.384,796933.0,66543905,1017696.0,84977616,20,23,6,time_and_material,0.563,2,0.038,at_risk
DELTA-0880,Manufacturing,15,0.574,0.187,0.239,146941.0,12269573,168607.0,14078684,9,10,4,time_and_material,0.574,0,0.069,on_track
DELTA-0881,Manufacturing,19,0.6,0.209,0.191,70321.0,5871803,82156.0,6860026,8,9,3,time_and_material,0.626,0,0.18,at_risk
DELTA-0882,Government,53,0.314,0.186,0.5,76182.0,6361197,102499.0,8558666,8,8,5,time_and_material,0.582,2,0.154,at_risk
DELTA-0883,Retail,7,0.539,0.324,0.137,50000.0,4175000,59884.0,5000314,8,9,1,fixed_bid,0.659,0,0.096,at_risk
DELTA-0884,EdTech,7,0.266,0.234,0.5,180477.0,15069829,211725.0,17679037,13,14,4,outcome_based,0.584,0,0.01,on_track
DELTA-0885,EdTech,22,0.398,0.304,0.298,843327.0,70417804,1168867.0,97600394,18,23,0,fixed_bid,0.654,4,0.097,failed
DELTA-0886,Manufacturing,47,0.157,0.412,0.431,174993.0,14611915,191566.0,15995761,11,12,1,outcome_based,0.548,2,0.043,on_track
DELTA-0887,BFSI,12,0.148,0.513,0.339,260951.0,21789408,338242.0,28243207,8,8,3,outcome_based,0.571,1,0.078,on_track
DELTA-0888,Government,41,0.529,0.377,0.094,685591.0,57246848,943212.0,78758202,8,9,2,time_and_material,0.582,4,0.081,at_risk
DELTA-0889,Telecom,15,0.354,0.349,0.297,138180.0,11538030,173154.0,14458359,8,9,3,time_and_material,0.633,1,0.148,at_risk
DELTA-0890,BFSI,9,0.429,0.383,0.188,1241683.0,103680530,1851096.0,154566516,14,18,7,time_and_material,0.581,2,0.205,failed
DELTA-0891,Energy,8,0.53,0.134,0.336,1194078.0,99705513,1362374.0,113758229,14,15,5,outcome_based,0.547,0,0.206,on_track
DELTA-0892,Energy,21,0.397,0.321,0.282,176663.0,14751360,234299.0,19563966,11,14,3,time_and_material,0.618,3,0.12,at_risk
DELTA-0893,BFSI,8,0.38,0.484,0.136,118210.0,9870535,143637.0,11993689,18,19,3,time_and_material,0.607,1,0.061,at_risk
DELTA-0894,Manufacturing,15,0.467,0.089,0.444,372321.0,31088803,434158.0,36252193,10,11,3,time_and_material,0.542,2,0.06,at_risk
DELTA-0895,Telecom,38,0.157,0.343,0.5,145397.0,12140649,180694.0,15087949,8,9,1,fixed_bid,0.554,1,0.094,on_track
DELTA-0896,Telecom,12,0.571,0.207,0.222,70199.0,5861616,87482.0,7304747,8,9,4,outcome_based,0.618,0,0.108,at_risk
DELTA-0897,Government,32,0.334,0.423,0.243,629773.0,52586045,869802.0,72628467,12,14,8,time_and_material,0.517,3,0.157,at_risk
DELTA-0898,Telecom,7,0.409,0.345,0.246,594099.0,49607266,776189.0,64811781,8,9,2,time_and_material,0.672,1,0.073,failed
DELTA-0899,Energy,10,0.597,0.107,0.296,228652.0,19092442,282469.0,23586161,9,9,1,time_and_material,0.601,1,0.086,at_risk
DELTA-0900,Retail,6,0.331,0.483,0.186,63794.0,5326799,71376.0,5959896,10,11,1,time_and_material,0.492,0,0.119,on_track
DELTA-0901,Manufacturing,15,0.496,0.223,0.281,65737.0,5489039,71032.0,5931172,9,9,0,time_and_material,0.579,0,0.044,on_track
DELTA-0902,Telecom,23,0.395,0.364,0.241,218929.0,18280571,248963.0,20788410,11,11,1,time_and_material,0.495,2,0.119,on_track
DELTA-0903,Government,15,0.11,0.508,0.382,126768.0,10585128,148712.0,12417452,10,10,1,time_and_material,0.524,2,0.079,on_track
DELTA-0904,Energy,31,0.121,0.379,0.5,146241.0,12211123,156734.0,13087289,8,8,0,time_and_material,0.573,1,0.045,on_track
DELTA-0905,Retail,9,0.5,0.083,0.417,498703.0,41641700,585496.0,48888916,14,15,5,fixed_bid,0.528,0,0.084,on_track
DELTA-0906,Healthcare,17,0.216,0.481,0.303,384562.0,32110927,476351.0,39775308,8,9,1,outcome_based,0.676,1,0.051,at_risk
DELTA-0907,Healthcare,10,0.377,0.123,0.5,687164.0,57378194,816599.0,68186016,8,9,2,fixed_bid,0.612,1,0.076,on_track
DELTA-0908,Retail,18,0.304,0.196,0.5,81506.0,6805751,104689.0,8741531,8,9,1,fixed_bid,0.627,2,0.078,at_risk
DELTA-0909,Energy,20,0.575,0.2,0.225,145965.0,12188077,226886.0,18944981,10,12,7,fixed_bid,0.569,3,0.167,failed
DELTA-0910,Government,21,0.583,0.302,0.115,393597.0,32865349,546363.0,45621310,9,10,6,fixed_bid,0.576,1,0.09,failed
DELTA-0911,Retail,7,0.226,0.57,0.204,297530.0,24843755,398323.0,33259970,8,9,3,time_and_material,0.669,0,0.149,failed
DELTA-0912,Manufacturing,8,0.301,0.611,0.088,789489.0,65922331,967329.0,80771971,15,16,1,outcome_based,0.587,1,0.037,at_risk
DELTA-0913,Manufacturing,9,0.331,0.169,0.5,290245.0,24235457,441902.0,36898817,8,11,4,outcome_based,0.637,3,0.252,failed
DELTA-0914,Healthcare,12,0.39,0.15,0.46,1048947.0,87587074,1347404.0,112508234,15,17,2,time_and_material,0.573,2,0.063,at_risk
DELTA-0915,Telecom,15,0.1,0.4,0.5,323196.0,26986866,413001.0,34485583,11,13,6,time_and_material,0.589,2,0.185,at_risk
DELTA-0916,Government,22,0.467,0.118,0.415,517078.0,43176013,635822.0,53091137,15,16,3,time_and_material,0.587,1,0.176,at_risk
DELTA-0917,Healthcare,8,0.108,0.757,0.135,148573.0,12405845,190766.0,15928961,17,17,4,time_and_material,0.618,1,0.056,on_track
DELTA-0918,Telecom,5,0.296,0.39,0.314,201361.0,16813643,290108.0,24224018,8,10,5,outcome_based,0.535,1,0.071,failed
DELTA-0919,Telecom,54,0.362,0.138,0.5,451283.0,37682130,641133.0,53534605,10,13,2,outcome_based,0.585,7,0.147,at_risk
DELTA-0920,EdTech,7,0.151,0.41,0.439,848886.0,70881981,1031834.0,86158139,12,12,3,fixed_bid,0.524,0,0.11,on_track
DELTA-0921,Manufacturing,24,0.283,0.37,0.347,383200.0,31997200,543923.0,45417570,12,15,4,fixed_bid,0.6,4,0.142,failed
DELTA-0922,Energy,15,0.297,0.568,0.135,184452.0,15401742,241530.0,20167755,10,11,6,outcome_based,0.513,1,0.155,at_risk
DELTA-0923,BFSI,17,0.591,0.325,0.084,686664.0,57336444,769342.0,64240057,10,11,3,time_and_material,0.631,0,0.01,on_track
DELTA-0924,Energy,14,0.568,0.095,0.337,50000.0,4175000,55783.0,4657880,8,8,0,fixed_bid,0.558,0,0.041,on_track
DELTA-0925,BFSI,11,0.124,0.376,0.5,55270.0,4615045,63242.0,5280707,8,8,1,fixed_bid,0.546,1,0.049,on_track
DELTA-0926,Retail,19,0.5,0.083,0.417,367129.0,30655271,496825.0,41484887,15,18,4,fixed_bid,0.525,1,0.112,at_risk
DELTA-0927,Manufacturing,11,0.213,0.479,0.308,201329.0,16810971,219021.0,18288253,11,10,5,time_and_material,0.54,0,0.123,on_track
DELTA-0928,Telecom,29,0.27,0.23,0.5,342820.0,28625470,537444.0,44876574,14,18,6,outcome_based,0.596,4,0.244,failed
DELTA-0929,Government,20,0.263,0.612,0.125,210652.0,17589442,284596.0,23763766,8,9,3,outcome_based,0.633,2,0.093,failed
DELTA-0930,BFSI,21,0.5,0.083,0.417,332319.0,27748636,446844.0,37311474,8,9,2,fixed_bid,0.618,2,0.058,at_risk
DELTA-0931,Energy,10,0.427,0.418,0.155,95514.0,7975419,122876.0,10260146,8,10,5,outcome_based,0.661,0,0.2,failed
DELTA-0932,Telecom,12,0.39,0.469,0.141,332181.0,27737113,441579.0,36871846,11,14,0,fixed_bid,0.647,2,0.175,at_risk
DELTA-0933,BFSI,7,0.446,0.151,0.403,486490.0,40621915,619666.0,51742111,8,9,5,outcome_based,0.618,0,0.036,at_risk
DELTA-0934,BFSI,12,0.308,0.479,0.213,596297.0,49790799,848680.0,70864780,21,25,7,fixed_bid,0.558,1,0.068,failed
DELTA-0935,EdTech,7,0.328,0.442,0.23,1217364.0,101649894,1538375.0,128454312,9,10,5,time_and_material,0.583,0,0.109,at_risk
DELTA-0936,BFSI,32,0.169,0.516,0.315,247629.0,20677021,360059.0,30064926,10,11,2,time_and_material,0.498,5,0.102,at_risk
DELTA-0937,Government,15,0.535,0.089,0.376,254363.0,21239310,300927.0,25127404,17,19,2,time_and_material,0.606,1,0.072,at_risk
DELTA-0938,Manufacturing,16,0.551,0.092,0.357,50470.0,4214245,60673.0,5066195,10,10,4,outcome_based,0.592,0,0.023,on_track
DELTA-0939,Government,12,0.41,0.456,0.134,123220.0,10288870,155354.0,12972059,9,11,1,outcome_based,0.649,1,0.063,at_risk
DELTA-0940,Healthcare,16,0.468,0.09,0.442,167079.0,13951096,229592.0,19170932,8,9,3,fixed_bid,0.542,1,0.102,at_risk
DELTA-0941,Telecom,65,0.1,0.4,0.5,511594.0,42718099,766981.0,64042913,8,10,2,outcome_based,0.601,6,0.247,failed
DELTA-0942,Manufacturing,12,0.389,0.111,0.5,114702.0,9577617,165767.0,13841544,12,14,4,outcome_based,0.532,3,0.116,failed
DELTA-0943,EdTech,10,0.6,0.159,0.241,407055.0,33989092,522326.0,43614221,18,21,5,outcome_based,0.574,0,0.099,at_risk
DELTA-0944,Manufacturing,20,0.264,0.421,0.315,198499.0,16574666,232966.0,19452661,8,8,2,time_and_material,0.516,1,0.103,on_track
DELTA-0945,Manufacturing,5,0.598,0.173,0.229,169489.0,14152331,216371.0,18066978,8,9,3,time_and_material,0.683,0,0.135,failed
DELTA-0946,Energy,15,0.549,0.095,0.356,248700.0,20766450,316059.0,26390926,8,9,2,time_and_material,0.612,2,0.1,at_risk
DELTA-0947,Manufacturing,11,0.277,0.299,0.424,139798.0,11673133,140529.0,11734171,8,8,1,fixed_bid,0.552,0,0.018,on_track
DELTA-0948,EdTech,8,0.518,0.09,0.392,135112.0,11281852,163534.0,13655089,8,8,2,time_and_material,0.581,0,0.117,on_track
DELTA-0949,Government,20,0.493,0.085,0.422,50000.0,4175000,56858.0,4747643,15,15,0,fixed_bid,0.577,1,0.046,on_track
DELTA-0950,Manufacturing,15,0.195,0.564,0.241,159028.0,13278838,205520.0,17160920,12,12,5,time_and_material,0.563,1,0.078,at_risk
0,Healthcare,8,0.472,0.088,0.44,199934.0,0,232472.78,0,8,0,2,outcome_based,0.606,0,0.068,on_track
0,IT Services,15,0.2,0.5,0.3,500000.0,0,510000.0,0,24,0,1,fixed_price,0.55,0,0.05,on_track
0,IT Services,15,0.2,0.5,0.3,500000.0,0,510000.0,0,24,0,1,fixed_price,0.55,0,0.05,on_track
0,IT Services,15,0.2,0.5,0.3,500000.0,0,510000.0,0,24,0,1,fixed_price,0.55,0,0.05,on_track
0,BFSI,22,0.171,0.431,0.398,182679.0,0,243242.41,0,8,0,3,outcome_based,0.639,2,0.12,at_risk
